Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Thalassinoides,,,,,,"S. de Castro et al., 2020",2020,Pliocene-Quaternary,5.333-000,5.333,0,,,Contourite,,Gulf of Cadiz,"hemipelagic deposits, middle slope/contourite-293.99 mbsf- 314.23 mbsf",0,293.99-314.23,293.99-314.23,293.99,314.23,"normally graded, very poorly-sorted coarse silt to fine sand,",,51.99 to 169.48 μm,,,0.05199,0.16948,sediment core,0,1,SW of Portugal,IODP Expedition 339 Site U1389,,Siliciclastic,0,0,0,0,,29 N 654365 4032494,,,,,,,"de Castro, S., Hernández-Molina, F. J., Rodríguez-Tovar, F. J., Llave, E., Ng, Z. L., Nishida, N., & Mena, A. (2020). Contourites and bottom current reworked sands: Bed facies model and implications. Marine Geology, 428, 106267."
Planolites,,,,,,"S. de Castro et al., 2020",2020,Pliocene-Quaternary,5.333-000,5.333,0,,,Contourite,,Gulf of Cadiz,"hemipelagic deposits, middle slope/contourite-293.99 mbsf- 314.23 mbsf",0,293.99-314.23,293.99-314.23,293.99,314.23,"normally graded, very poorly-sorted coarse silt to fine sand,",,51.99 to 169.48 μm,,,0.05199,0.16948,sediment core,0,1,SW of Portugal,IODP Expedition 339 Site U1389,,Siliciclastic,0,0,0,0,,29 N 654365 4032494,,,,,,,"de Castro, S., Hernández-Molina, F. J., Rodríguez-Tovar, F. J., Llave, E., Ng, Z. L., Nishida, N., & Mena, A. (2020). Contourites and bottom current reworked sands: Bed facies model and implications. Marine Geology, 428, 106267."
Macaronichnus,,segregatis degiberti,,,,"Miguez-Salas et al., 2020",2020,Late Miocene,11.63-5.333,11.63,5.333,,,Contourite- 150 to 400 m of depth,Low density,The Rifian corridor,sandy drift complexes,0,,,,,Planar to cross-bedded stratifications,,,coarser silts to medium-grained sandstones,,,,Outcrop,1,0,Morocco,"34°5′53.81″N, 5°18′24.11″W Sidi Chahed/ 34°4′34.19″N, 4°51′33.43″W El Adergha",Rif-Betic Cordillera,Sandy,0,0,0,0,,30 N 287206 3775455/30 N 328441 3772161,,,,,,,
Macaronichnus,,segregatis degiberti,,,,"Miguez-Salas et al., 2020",2020,Late Miocene,11.63-5.333,11.63,5.333,,,Contourite- 150 to 400 m of depth,Medium density,The Rifian corridor,trough (lee side)/ migration of dune complexes,0,,,,,planar heterolithic sandstone beds,,,Medium to coarse grained sandstones,,,,Outcrop,1,0,Morocco,"34°5′53.81″N, 5°18′24.11″W Sidi Chahed/ 34°4′34.19″N, 4°51′33.43″W El Adergha",Rif-Betic Cordillera,Sandy,0,0,0,0,,30 N 287206 3775455/30 N 328441 3772161,,,,,,,
Macaronichnus,,segregatis degiberti,,,,"Miguez-Salas et al., 2020",2020,Late Miocene,11.63-5.333,11.63,5.333,,,Contourite- 150 to 400 m of depth,greater density,The Rifian corridor,countouritic channels (sides and axis),0,,,,,cross-stratified,,,,,,,Outcrop,1,0,Morocco,"34°5′53.81″N, 5°18′24.11″W Sidi Chahed/ 34°4′34.19″N, 4°51′33.43″W El Adergha",Rif-Betic Cordillera,Sandy,0,0,0,0,,30 N 287206 3775455/30 N 328441 3772161,,,,,,,
Chondrites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"10R-3, 96-106 around 810 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,810,810,810,810,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,siltstone/sandstone,,,0.0039,0.125,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Planolites ,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-24 Ma,24 Ma,24,24,,,"11R-3, 110-116, around 857.65 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,857.65,857.65,857.65,857.65,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Thalassinoides,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-24 Ma,24 Ma,24,24,,,"11R-3, 110-116, around 857.65 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,857.65,857.65,857.65,857.65,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Chondrites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-23 Ma,23 Ma,23,23,,,"7R-3, 94-101, around 658 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,658,658,658,658,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Planolites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-23 Ma,23 Ma,23,23,,,"7R-3, 94-101, around 658 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,658,658,658,658,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Chondrites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-23 Ma,23 Ma,23,23,,,"7R-3, 94-101, around 658 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,658,658,658,658,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Like-Scolicia,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"10R, 76-86, around 809.8 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,809.8,809.8,809.8,809.8,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Chondrites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"10R, 76-86, around 809.8 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,809.8,809.8,809.8,809.8,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Planolites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"11R-1, 93-99, around 854.45 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,854.45,854.45,854.45,854.45,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Thalassinoides,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"11R-1, 93-99, around 854.45 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,854.45,854.45,854.45,854.45,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,sandstone,,,,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Planolites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 24-24.2 Ma,23.6-24 Ma,23.6,24,,,"12R-3, 136-147, around 905.9 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,905-9,905.9,905.9,905.9,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,mudstone,,,0.00006,0.0039,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Thalassinoides,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 24-24.2 Ma,23.6-24 Ma,23.6,24,,,"12R-3, 136-147, around 905.9 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,905.9,905.9,905.9,905.9,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,mudstone,,,0.00006,0.0039,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Phycosiphon,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene,33.9-5.333,33.9,5.333,,,,,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,,4282,4282,4282,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,,,,0.00006,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Planolites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene-between 23.6-24 Ma,23.6-24 Ma,23.6,24,,,"10R, 109-118, around 810.15 mbsf",,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,810.15,810.15,810.15,810.15,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,,,,0.00006,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Thalassinoides,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene,33.9-5.333,33.9,5.333,,,,,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,,4282,4282,4282,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,,,,0.00006,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Nereites,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene,33.9-5.333,33.9,5.333,,,,,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,,4282,4282,4282,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,,,,0.00006,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Zoophycos,,,,,,"Evangelinos et al., 2020",2020,Oligocene-Miocene,33.9-5.333,33.9,5.333,,,,,"abyssal plain off the Wilkes Land, 4282 m water depth",,0,,4282,4282,4282,"wavy laminations, planar lamination, ripple, mud layers, cross-laminations",,,,,0.00006,,core sample,0,1,East Antarctica,,,Mudstone-Siliciclastic  ,0,0,1,0,,54S 450783 -3161543,61⁰40.57'S,,140⁰04.21'E,,,,
Graptolites,,monograptus,,,,"Mohammed et al., 2020",2020,Early Silurian,443.8±1.5-433.4±0.8,,,,,Akkas Formation,,,deep marine environment/dysoxic oxyc conditions hemipelagic-pelagic environment,0,,,,,bituminuous hot-shale intercalated with grey-green shales,,grey green shales,,,,,Core sample,0,1,Iraq,,,,0,0,0,0,black shales,37 N 679865 3781087,"34⁰09'18.8""N",,"40⁰57""49.4""E",,,,"Mohammed, I. Q., Farouk, S., Baioumy, H., Lotfy, N. M., & Al-Hadidy, A. H. (2020). Mineralogical and geochemical characteristics of the Paleozoic source rocks, Akkas gas field, Western Desert of Iraq: Implications for their origin, maturation and Ordovician-Silurian transition. Marine and Petroleum Geology, 104432."
Ophiomorpha,,annulata,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones, calcareos sandstone and ripple lamination",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Tubulicchnium,,rectum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Chondrites,,,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Phycosiphon,,incertum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Nereites,,irregularis,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Planolites,,,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Trichichnus,,,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Halimedides,,,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Polykampton,,cabellae,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section C",,0,,,,,"dark grey mudstones and siltstones, dark grey marlstones",,dark grey marlstones,,,,,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.610'N,,20⁰20.687'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Tubulicchnium,,rectum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section B",,0,,,,,dark grey mudstones and siltstones ,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.974'N,,20⁰20.453'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Phycosiphon,,incertum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section B",,0,,,,,dark grey mudstones and siltstones ,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.974'N,,20⁰20.453'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Nereites,,irregularis,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section B",,0,,,,,dark grey mudstones and siltstones ,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.974'N,,20⁰20.453'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Planolites,,,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section B",,0,,,,,dark grey mudstones and siltstones ,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.974'N,,20⁰20.453'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Ophiomorpha,,annulata,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section A",,0,,,,,calcareos sandstones and ripple lamination,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.982'N,,020⁰20.448'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Tubulicchnium,,rectum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section A",,0,,,,,calcareos sandstones and ripple lamination,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.982'N,,020⁰20.448'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Phycosiphon,,incertum,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section A",,0,,,,,calcareos sandstones and ripple lamination,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.982'N,,020⁰20.448'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Nereites,,irregularis,,,,"Uchman and Wetzel, 2017",2017,Cretaceous-Palaeogene,66,66,66,,,Ropianka Formation,,"Ropianka Formation, section A",,0,,,,,calcareos sandstones and ripple lamination,,fine sandstone,,,0.125,0.25,Outcrop,1,0,"Ropianka Formation, Polish Flysch Carpathians",,,"Turbiditic sandstones, siltstones, mudstones, and marls",0,0,0,0,,34 N 452761 5506613,49⁰42.982'N,,020⁰20.448'E,,,,"Uchman, A., & Wetzel, A. (2017). Hidden subsurface garden on own faeces: the trace fossil Tubulichnium rectum (Fischer-Ooster, 1858) from the Cretaceous-Palaeogene deep-sea sediments. Palaeontologia Electronica, 20(2)."
Like-Paleodictyon,,,,,Morphotype 1,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Ophiomorpha-Paleodictyon,,,,,Morphotype 2,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Ophiomorpha ,,annulata,,,Morphotype 2,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Scolicia,,,,,Morphotype 2,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Ophionorpha,,rudis,,,Morphotype 2,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
